atm_id,bank_name,lat,lon,district,state,monthly_txn_vol,risk_zone
ATM00169,AXIS,17.633822,78.629261,Khammam,Telangana,8875,LOW
ATM00170,ICICI,17.366922,78.205184,Khammam,Telangana,11294,LOW
ATM00171,UNION,17.379131,78.46813,Khammam,Telangana,11376,MEDIUM
ATM00172,KOTAK,17.156241,78.440396,Khammam,Telangana,2030,MEDIUM
ATM00173,AXIS,17.313953,78.567795,Khammam,Telangana,11523,LOW
ATM00174,AXIS,17.479566,78.168413,Khammam,Telangana,2914,LOW
ATM00175,AXIS,17.297229,78.574802,Khammam,Telangana,8284,MEDIUM
ATM00176,HDFC,17.387195,78.736243,Khammam,Telangana,7961,LOW
ATM00177,IDBI,27.023486,75.551354,Jaipur,Rajasthan,3685,MEDIUM
ATM00178,BOB,26.611798,75.886993,Jaipur,Rajasthan,8599,LOW
ATM00179,ICICI,26.580958,75.847343,Jaipur,Rajasthan,11248,MEDIUM
ATM00180,HDFC,27.220561,75.840132,Jaipur,Rajasthan,13253,LOW
ATM00181,ICICI,26.834119,75.887602,Jaipur,Rajasthan,13674,HIGH
ATM00182,UNION,26.883177,75.819232,Jaipur,Rajasthan,8111,LOW
ATM00183,AXIS,27.221425,75.707572,Jaipur,Rajasthan,14399,LOW
ATM00184,ICICI,27.235233,76.071045,Jaipur,Rajasthan,13630,LOW
ATM00185,UNION,26.699454,75.485853,Jodhpur,Rajasthan,9657,MEDIUM
ATM00186,CANARA,26.632945,75.450055,Jodhpur,Rajasthan,10537,MEDIUM
ATM00187,UNION,26.62851,75.915405,Jodhpur,Rajasthan,7491,MEDIUM
ATM00188,UNION,26.612232,75.660583,Jodhpur,Rajasthan,7805,HIGH
ATM00189,CANARA,27.153813,75.45359,Jodhpur,Rajasthan,7873,LOW
ATM00190,AXIS,27.132528,75.634598,Jodhpur,Rajasthan,14260,MEDIUM
ATM00191,UNION,26.645115,75.925016,Jodhpur,Rajasthan,8439,MEDIUM
ATM00192,PNB,27.00266,76.05153,Jodhpur,Rajasthan,7706,LOW
ATM00193,PNB,27.07695,75.999737,Udaipur,Rajasthan,4341,LOW
ATM00194,KOTAK,26.759824,75.561508,Udaipur,Rajasthan,9349,LOW
ATM00195,ICICI,27.08783,76.002084,Udaipur,Rajasthan,4288,LOW
ATM00196,ICICI,27.255754,75.726132,Udaipur,Rajasthan,12073,LOW
ATM00197,BOB,26.822813,75.980789,Udaipur,Rajasthan,7178,LOW
ATM00198,CANARA,26.800962,76.08883,Udaipur,Rajasthan,7312,LOW
ATM00199,BOB,27.163289,75.737596,Udaipur,Rajasthan,6881,HIGH
ATM00200,IDBI,27.08801,75.96548,Udaipur,Rajasthan,11895,LOW
ATM00201,IDBI,26.634587,76.069087,Kota,Rajasthan,6732,LOW
ATM00202,KOTAK,26.916077,76.01582,Kota,Rajasthan,5392,MEDIUM
ATM00203,BOB,26.786435,76.064166,Kota,Rajasthan,9318,MEDIUM
ATM00204,UNION,26.834841,75.444886,Kota,Rajasthan,13605,MEDIUM
ATM00205,AXIS,27.196167,75.501201,Kota,Rajasthan,8499,LOW
ATM00206,BOB,26.78592,76.102343,Kota,Rajasthan,8456,LOW
ATM00207,KOTAK,27.227825,75.838707,Kota,Rajasthan,11458,MEDIUM
ATM00208,BOB,27.004686,75.751212,Kota,Rajasthan,12364,LOW
ATM00209,CANARA,26.767648,75.667365,Bikaner,Rajasthan,2591,HIGH
ATM00210,UNION,27.033163,75.963962,Bikaner,Rajasthan,941,HIGH
ATM00211,IDBI,27.116505,75.990033,Bikaner,Rajasthan,9746,MEDIUM
ATM00212,HDFC,26.626244,75.783394,Bikaner,Rajasthan,11030,LOW
ATM00213,CANARA,26.602691,75.82197,Bikaner,Rajasthan,3477,LOW
ATM00214,BOB,26.871471,76.058693,Bikaner,Rajasthan,5863,LOW
ATM00215,KOTAK,26.808041,75.519247,Bikaner,Rajasthan,6029,MEDIUM
ATM00216,BOB,26.662494,75.970357,Bikaner,Rajasthan,5058,MEDIUM
ATM00217,BOB,26.995153,75.508086,Ajmer,Rajasthan,4633,MEDIUM
ATM00218,CANARA,26.621275,75.927978,Ajmer,Rajasthan,817,MEDIUM
ATM00219,SBI,26.613334,76.012602,Ajmer,Rajasthan,6233,LOW
ATM00220,HDFC,27.05677,75.494244,Ajmer,Rajasthan,13299,HIGH
ATM00221,SBI,26.621786,76.127948,Ajmer,Rajasthan,12857,LOW
ATM00222,AXIS,26.82439,75.69675,Ajmer,Rajasthan,3766,MEDIUM
ATM00223,IDBI,27.13136,76.100374,Ajmer,Rajasthan,2996,LOW
ATM00224,CANARA,27.252601,75.964665,Ajmer,Rajasthan,11468,LOW
ATM00225,AXIS,26.825782,75.495751,Alwar,Rajasthan,8119,MEDIUM
ATM00226,KOTAK,27.106403,75.828183,Alwar,Rajasthan,3249,MEDIUM
ATM00227,HDFC,26.859355,76.071748,Alwar,Rajasthan,13243,MEDIUM
ATM00228,PNB,26.640238,75.782138,Alwar,Rajasthan,2271,MEDIUM
ATM00229,PNB,26.570348,75.765362,Alwar,Rajasthan,9933,MEDIUM
ATM00230,BOB,26.601812,75.520473,Alwar,Rajasthan,6998,HIGH
ATM00231,AXIS,26.644668,75.891747,Alwar,Rajasthan,1745,MEDIUM
ATM00232,AXIS,27.084631,75.845658,Alwar,Rajasthan,2169,MEDIUM
ATM00233,PNB,28.937421,77.121409,New Delhi,Delhi,14431,MEDIUM
ATM00234,HDFC,28.463898,77.467019,New Delhi,Delhi,13545,HIGH
ATM00235,SBI,28.420417,77.533256,New Delhi,Delhi,6188,MEDIUM
ATM00236,KOTAK,28.272408,77.537915,New Delhi,Delhi,1629,MEDIUM
ATM00237,KOTAK,28.294112,77.4828,New Delhi,Delhi,707,MEDIUM
ATM00238,CANARA,28.633291,77.554075,New Delhi,Delhi,2229,LOW
ATM00239,KOTAK,28.315558,77.246698,New Delhi,Delhi,10913,HIGH
ATM00240,CANARA,28.942412,77.225168,New Delhi,Delhi,12088,LOW
ATM00241,ICICI,28.704479,77.346024,South Delhi,Delhi,12522,MEDIUM
ATM00242,PNB,28.582079,77.298291,South Delhi,Delhi,10591,MEDIUM
ATM00243,UNION,28.67292,77.489811,South Delhi,Delhi,13191,LOW
ATM00244,BOB,28.295712,77.055674,South Delhi,Delhi,14028,MEDIUM
ATM00245,PNB,28.929188,77.482185,South Delhi,Delhi,5780,HIGH
ATM00246,HDFC,28.58286,77.293093,South Delhi,Delhi,5069,HIGH
ATM00247,AXIS,28.458067,76.990685,South Delhi,Delhi,12795,LOW
ATM00248,IDBI,28.588489,77.106347,South Delhi,Delhi,11447,LOW
ATM00249,SBI,28.672459,76.913414,North Delhi,Delhi,8598,HIGH
ATM00250,ICICI,28.945976,77.549348,North Delhi,Delhi,8488,LOW
ATM00251,PNB,28.752613,77.234267,North Delhi,Delhi,6076,LOW
ATM00252,IDBI,28.480569,77.428657,North Delhi,Delhi,11988,HIGH
ATM00253,UNION,28.743212,76.972832,North Delhi,Delhi,666,MEDIUM
ATM00254,AXIS,28.901549,77.434776,North Delhi,Delhi,1902,LOW
ATM00255,BOB,28.92876,77.367004,North Delhi,Delhi,8504,MEDIUM
ATM00256,AXIS,28.693291,77.15177,North Delhi,Delhi,11814,LOW
ATM00257,CANARA,28.91681,77.465245,East Delhi,Delhi,7842,MEDIUM
ATM00258,HDFC,28.295553,76.877457,East Delhi,Delhi,5320,LOW
ATM00259,AXIS,28.527424,77.426387,East Delhi,Delhi,5516,MEDIUM
ATM00260,KOTAK,28.954993,76.964292,East Delhi,Delhi,8253,MEDIUM
ATM00261,KOTAK,28.679792,77.125624,East Delhi,Delhi,7471,HIGH
ATM00262,UNION,28.94284,77.448483,East Delhi,Delhi,5919,LOW
ATM00263,CANARA,28.85073,77.187085,East Delhi,Delhi,4938,LOW
ATM00264,AXIS,28.554274,77.050385,East Delhi,Delhi,2476,MEDIUM
ATM00265,KOTAK,28.303363,77.464306,West Delhi,Delhi,2458,MEDIUM
ATM00266,ICICI,28.832931,77.558802,West Delhi,Delhi,3638,LOW
ATM00267,CANARA,28.961546,77.247802,West Delhi,Delhi,5030,MEDIUM
ATM00268,UNION,28.802191,77.520336,West Delhi,Delhi,10277,LOW
ATM00269,HDFC,28.858653,77.032144,West Delhi,Delhi,14141,LOW
ATM00270,AXIS,28.579281,76.949412,West Delhi,Delhi,6412,LOW
ATM00271,SBI,28.931736,77.283322,West Delhi,Delhi,12100,MEDIUM
ATM00272,PNB,28.42395,77.32919,West Delhi,Delhi,1245,HIGH
ATM00273,UNION,28.69659,77.109714,Dwarka,Delhi,5286,MEDIUM
ATM00274,ICICI,28.34339,77.329101,Dwarka,Delhi,10950,HIGH
ATM00275,CANARA,28.628115,77.399623,Dwarka,Delhi,2180,HIGH
ATM00276,IDBI,28.628014,77.455527,Dwarka,Delhi,5158,LOW
ATM00277,CANARA,28.650235,77.251657,Dwarka,Delhi,6082,LOW
ATM00278,SBI,28.877558,77.141438,Dwarka,Delhi,4636,HIGH
ATM00279,CANARA,28.357711,76.879148,Dwarka,Delhi,2369,MEDIUM
ATM00280,BOB,28.792496,77.293217,Dwarka,Delhi,8556,LOW
