atm_id,bank_name,lat,lon,district,state,monthly_txn_vol,risk_zone,x_m,y_m,spatial_cluster,risk_score,peak_hour
ATM00115,UNION,19.350433,72.969497,Nashik,Maharashtra,5405,HIGH,7415063.2941863835,2147898.063,61,0.43696729248239424,11
ATM00116,HDFC,19.282368,72.879546,Nashik,Maharashtra,14887,LOW,7405922.593129127,2140342.848,95,0.41076390755137326,17
ATM00117,HDFC,19.129833,72.872462,Nashik,Maharashtra,2253,MEDIUM,7405202.726465169,2123411.463,176,0.15294793760146871,16
ATM00118,ICICI,18.86267,73.033416,Nashik,Maharashtra,4962,LOW,7421558.658005337,2093756.37,33,0.16810921051339323,17
ATM00119,AXIS,18.922541,72.544721,Nashik,Maharashtra,12257,LOW,7371898.12167805,2100402.051,104,0.22181758374245691,22
ATM00120,PNB,19.177831,72.651677,Nashik,Maharashtra,8780,LOW,7382766.848232284,2128739.241,20,0.8544030051805716,11
ATM00121,SBI,19.384321,73.19545,Thane,Maharashtra,2012,MEDIUM,7438024.33770997,2151659.631,98,0.10002847939940139,10
ATM00122,PNB,19.366405,72.786811,Thane,Maharashtra,1222,LOW,7396498.9856923595,2149670.955,28,0.44856762285409096,20
ATM00123,ICICI,18.73682,73.177523,Thane,Maharashtra,10938,HIGH,7436202.619798513,2079787.0200000003,45,0.09368290357907819,21
ATM00124,ICICI,19.025729,73.204358,Thane,Maharashtra,12644,LOW,7438929.556829469,2111855.9189999998,86,0.04394234095506095,9
ATM00125,BOB,19.400534,73.124807,Thane,Maharashtra,9689,LOW,7430845.689948549,2153459.274,135,0.4760667828198638,10
ATM00126,HDFC,18.932114,72.797268,Thane,Maharashtra,14968,MEDIUM,7397561.61213293,2101464.6539999996,30,0.36088882725429106,22
ATM00127,ICICI,19.321796,72.749545,Thane,Maharashtra,9438,LOW,7392712.064306274,2144719.3559999997,99,0.171938380621023,15
ATM00128,KOTAK,18.844645,72.917461,Thane,Maharashtra,10043,MEDIUM,7409775.465032562,2091755.595,116,0.11134871729060943,11
ATM00129,BOB,17.690308,78.623921,Hyderabad,Telangana,2588,LOW,7989658.34521389,1963624.188,16,0.3169964223623004,18
ATM00130,KOTAK,17.434043,78.204724,Hyderabad,Telangana,13543,HIGH,7947060.103269958,1935178.7729999998,5,0.9162054155799827,20
ATM00131,SBI,17.465505,78.829738,Hyderabad,Telangana,6362,LOW,8010573.195182222,1938671.055,136,0.17570015360475597,11
ATM00132,AXIS,17.133059,78.499531,Hyderabad,Telangana,11427,LOW,7977017.998752905,1901769.5489999999,102,0.2574721367115701,21
ATM00133,UNION,17.649161,78.655238,Hyderabad,Telangana,14985,HIGH,7992840.737127378,1959056.871,14,0.8393102001718077,10
ATM00134,IDBI,17.522911,78.628439,Hyderabad,Telangana,12779,LOW,7990117.4583685715,1945043.121,152,0.23645090490320606,11
ATM00135,AXIS,17.286644,78.342214,Hyderabad,Telangana,14665,LOW,7961031.654318442,1918817.484,155,0.11480430442875396,17
ATM00136,ICICI,17.601553,78.703779,Hyderabad,Telangana,14941,LOW,7997773.409026748,1953772.383,11,0.15676993873958298,18
ATM00137,ICICI,17.641951,78.775968,Rangareddy,Telangana,12567,HIGH,8005109.15925323,1958256.5609999998,106,0.11989160182926756,9
ATM00138,BOB,17.39294,78.487761,Rangareddy,Telangana,13643,MEDIUM,7975821.946997573,1930616.3399999999,8,0.7847968994899006,16
ATM00139,AXIS,17.593807,78.591675,Rangareddy,Telangana,4871,LOW,7986381.549555228,1952912.5770000003,14,0.8393102001718077,10
ATM00140,HDFC,17.526377,78.693755,Rangareddy,Telangana,6767,HIGH,7996754.783470634,1945427.847,109,0.08318778010709639,19
ATM00141,CANARA,17.658004,78.373297,Rangareddy,Telangana,4144,LOW,7964190.267462961,1960038.444,175,0.21357255331483257,22
ATM00142,CANARA,17.297908,78.202487,Rangareddy,Telangana,6228,LOW,7946832.782303376,1920067.788,162,0.1679639371657442,11
ATM00143,AXIS,17.439796,78.16186,Rangareddy,Telangana,4152,LOW,7942704.320564727,1935817.3560000001,5,0.9162054155799827,20
ATM00144,AXIS,17.360919,78.516551,Rangareddy,Telangana,7028,LOW,7978747.548529945,1927062.0089999998,8,0.7847968994899006,16
ATM00145,HDFC,17.235579,78.550283,Warangal Urban,Telangana,13170,LOW,7982175.349533416,1913149.269,105,0.26079504965712175,20
ATM00146,UNION,17.05635,78.162844,Warangal Urban,Telangana,7048,MEDIUM,7942804.313336796,1893254.8499999999,35,0.33685639641739523,21
ATM00147,UNION,17.61082,78.388833,Warangal Urban,Telangana,5925,HIGH,7965769.015132532,1954801.02,52,0.34620249805356973,16
ATM00148,HDFC,17.123942,78.50227,Warangal Urban,Telangana,14869,HIGH,7977296.33229223,1900757.562,102,0.2574721367115701,21
ATM00149,ICICI,17.573995,78.287775,Warangal Urban,Telangana,10012,HIGH,7955499.635498684,1950713.445,74,0.3890690400126122,18
ATM00150,PNB,17.471023,78.196443,Warangal Urban,Telangana,1126,LOW,7946218.599057052,1939283.5529999998,5,0.9162054155799827,20
ATM00151,BOB,17.071177,78.508648,Warangal Urban,Telangana,6163,MEDIUM,7977944.456174601,1894900.6469999999,76,0.18862522736149248,11
ATM00152,KOTAK,17.413445,78.582901,Warangal Urban,Telangana,7649,MEDIUM,7985489.947337618,1932892.395,27,0.3300940960708315,9
ATM00153,UNION,17.543264,78.819796,Nizamabad,Telangana,2394,LOW,8009562.902357114,1947302.304,73,0.19724421553428706,11
ATM00154,IDBI,17.39641,78.36277,Nizamabad,Telangana,3614,LOW,7963120.527715435,1931001.51,121,0.28124279731912616,22
ATM00155,BOB,17.59163,78.326283,Nizamabad,Telangana,527,MEDIUM,7959412.767273905,1952670.93,74,0.3890690400126122,18
ATM00156,UNION,17.34228,78.191619,Nizamabad,Telangana,11753,MEDIUM,7945728.390589106,1924993.0799999998,113,0.3024018420917348,22
ATM00157,AXIS,17.052746,78.810554,Nizamabad,Telangana,6467,LOW,8008623.742601567,1892854.8059999999,83,0.17134144679329086,11
ATM00158,KOTAK,17.620186,78.623882,Nizamabad,Telangana,10709,LOW,7989654.382085728,1955840.646,14,0.8393102001718077,10
ATM00159,HDFC,17.321267,78.258006,Nizamabad,Telangana,12292,HIGH,7952474.549287598,1922660.6369999999,170,0.1188356032187014,16
ATM00160,UNION,17.144506,78.31187,Nizamabad,Telangana,5567,MEDIUM,7957948.137371644,1903040.166,60,0.0952988030323093,9
ATM00161,KOTAK,17.419459,78.636917,Karimnagar,Telangana,7092,MEDIUM,7990978.981459625,1933559.949,157,0.13375446698380683,20
ATM00162,UNION,17.497138,78.332654,Karimnagar,Telangana,2585,LOW,7960060.179825581,1942182.318,19,0.09249377464984294,22
ATM00163,BOB,17.703406,78.653228,Karimnagar,Telangana,11597,MEDIUM,7992636.483599067,1965078.066,16,0.3169964223623004,18
ATM00164,ICICI,17.423048,78.564905,Karimnagar,Telangana,10584,MEDIUM,7983661.217737875,1933958.3280000002,27,0.3300940960708315,9
ATM00165,BOB,17.32872,78.310112,Karimnagar,Telangana,9477,MEDIUM,7957769.491748376,1923487.9200000002,125,0.2072079229774494,11
ATM00166,PNB,17.284181,78.667192,Karimnagar,Telangana,5200,LOW,7994055.486718138,1918544.091,124,0.20045570055192405,17
ATM00167,IDBI,17.045075,78.217951,Karimnagar,Telangana,10439,MEDIUM,7948404.213428648,1892003.3250000002,43,0.12018007459585302,11
ATM00168,CANARA,17.067202,78.16521,Karimnagar,Telangana,7738,LOW,7943044.743111912,1894459.4220000003,35,0.33685639641739523,21
ATM00169,AXIS,17.633822,78.629261,Khammam,Telangana,8875,LOW,7990200.98891597,1957354.2419999999,14,0.8393102001718077,10
ATM00170,ICICI,17.366922,78.205184,Khammam,Telangana,11294,LOW,7947106.847858527,1927728.342,113,0.3024018420917348,22
ATM00171,UNION,17.379131,78.46813,Khammam,Telangana,11376,MEDIUM,7973827.07087107,1929083.5410000002,8,0.7847968994899006,16
ATM00172,KOTAK,17.156241,78.440396,Khammam,Telangana,2030,MEDIUM,7971008.778655065,1904342.7510000002,9,0.26355746324443635,9
ATM00173,AXIS,17.313953,78.567795,Khammam,Telangana,11523,LOW,7983954.895696492,1921848.783,77,0.4749128538561327,22
ATM00174,AXIS,17.479566,78.168413,Khammam,Telangana,2914,LOW,7943370.227714488,1940231.826,5,0.9162054155799827,20
ATM00175,AXIS,17.297229,78.574802,Khammam,Telangana,8284,MEDIUM,7984666.9377227975,1919992.4190000002,77,0.4749128538561327,22
ATM00176,HDFC,17.387195,78.736243,Khammam,Telangana,7961,LOW,8001072.357555645,1929978.6449999998,92,0.20632405512155133,22
ATM00177,IDBI,27.023486,75.551354,Jaipur,Rajasthan,3685,MEDIUM,7677428.17072566,2999606.946,107,0.1080678437150886,17
ATM00178,BOB,26.611798,75.886993,Jaipur,Rajasthan,8599,LOW,7711535.35977477,2953909.578,48,1.0,10
ATM00179,ICICI,26.580958,75.847343,Jaipur,Rajasthan,11248,MEDIUM,7707506.179477494,2950486.338,4,0.49150860676943187,21
ATM00180,HDFC,27.220561,75.840132,Jaipur,Rajasthan,13253,LOW,7706773.407242346,3021482.271,53,0.23228178083865547,18
ATM00181,ICICI,26.834119,75.887602,Jaipur,Rajasthan,13674,HIGH,7711597.245545288,2978587.2090000003,26,0.0516564229529696,11
ATM00182,UNION,26.883177,75.819232,Jaipur,Rajasthan,8111,LOW,7704649.577022596,2984032.647,133,0.012897952687461783,11
ATM00183,AXIS,27.221425,75.707572,Jaipur,Rajasthan,14399,LOW,7693302.836240913,3021578.175,46,0.2012931586302884,10
ATM00184,ICICI,27.235233,76.071045,Jaipur,Rajasthan,13630,LOW,7730238.479373108,3023110.863,122,0.22246215829775257,15
ATM00185,UNION,26.699454,75.485853,Jodhpur,Rajasthan,9657,MEDIUM,7670772.046169499,2963639.394,129,0.16657870374335493,20
ATM00186,CANARA,26.632945,75.450055,Jodhpur,Rajasthan,10537,MEDIUM,7667134.300992151,2956256.895,96,0.09811243185988171,20
ATM00187,UNION,26.62851,75.915405,Jodhpur,Rajasthan,7491,MEDIUM,7714422.54944958,2955764.61,48,1.0,10
ATM00188,UNION,26.612232,75.660583,Jodhpur,Rajasthan,7805,HIGH,7688527.876518627,2953957.752,185,0.05210032176884518,17
ATM00189,CANARA,27.153813,75.45359,Jodhpur,Rajasthan,7873,LOW,7667493.522993433,3014073.243,69,0.12313695527345186,11
ATM00190,AXIS,27.132528,75.634598,Jodhpur,Rajasthan,14260,MEDIUM,7685887.315357852,3011710.608,80,0.3176024194255781,20
ATM00191,UNION,26.645115,75.925016,Jodhpur,Rajasthan,8439,MEDIUM,7715399.206494651,2957607.765,48,1.0,10
ATM00192,PNB,27.00266,76.05153,Jodhpur,Rajasthan,7706,LOW,7728255.391012419,2997295.26,171,0.10598242517614387,19
ATM00193,PNB,27.07695,75.999737,Udaipur,Rajasthan,4341,LOW,7722992.255195602,3005541.45,78,0.768298257659186,10
ATM00194,KOTAK,26.759824,75.561508,Udaipur,Rajasthan,9349,LOW,7678460.006708978,2970340.4639999997,147,0.3060122021790795,11
ATM00195,ICICI,27.08783,76.002084,Udaipur,Rajasthan,4288,LOW,7723230.7542159725,3006749.13,78,0.768298257659186,10
